,name
1933,MESH WI-FI (เครือข่ายไวไฟ) TP-LINK DECO M9 PLUS - AC2200 SMART HOME MESH WI-FI SYSTEM (3-PACK)
1934,SWITCH (สวิตซ์) TENDA 8 PORTS SG108 GIGABIT PORT
1935,ROUTER (เราเตอร์) MERCUSYS MW301R 300Mbps WIRELESS N ROUTER
1936,SWITCH (สวิตช์) MERCUSYS MS105 - 5 PORTS 10/100Mbps DESKTOP SWITCH
1937,SWITCH (สวิตซ์) TP-LINK TL-SL3452 - JETSTREAM 48 PORTS 10/100Mbps + 4 PORTS GIGABIT L2 MANAGED SWITCH
1938,SWITCH (สวิตซ์) TP-LINK TL-SL2218 - 16 PORTS 10/100Mbps + 2 PORTS GIGABIT SMART SWITCH
1939,ROUTER (เราเตอร์) MERCUSYS MW325R - 300Mbps ENHANCED WIRELESS N ROUTER
1940,MESH WI-FI (เครือข่ายไวไฟ) LINKSYS BUNDLE PACK WHW0303-0102 TRI BAND PACK 3 & DUAL BAND PACK 2
1941,SWITCH (สวิตช์) MERCUSYS MS108 - 8 PORTS 10/100Mbps DESKTOP SWITCH
1942,SWITCH (สวิตช์) ZYXEL ES-105A V3 10/100 5 PORTS DESKTOP FAST ETHERNET SWITCH
1943,SWITCH (สวิตช์) ZYXEL ES-108A V3 10/100 8 PORTS DESKTOP FAST ETHERNET SWITCH
1944,SWITCH (สวิตซ์) MERCUSYS MS105G 5 PORTS 10/100/1000Mbps DESKTOP SWITCH
1945,MOBILE ROUTER (โมบายเราเตอร์) TENDA 4G680 3G/4G N300 WI-FI 4G LTE ROUTER
1946,POWER LINE (เพาเวอร์ไลน์) D-LINK DHP-W221AV WI-FI AV200 N150 KIT PACK 2
1947,LAN CABLE (สายแลน) POWER SYNC CAT 6 NETWORK ETHERNET FLAT CABLE (DARK BLUE) C65B10FLB 10 METER
1948,LAN CABLE (สายแลน) POWER SYNC CAT 6 NETWORK ETHERNET FLAT CABLE (DARK BLUE) C65B1FLB 1.0 METER
1949,IP-CAMERA (ไอพีคาเมร่าไร้สาย) D-LINK DCS-8000LH WI-FI HD
1950,USB TO ETHERNET ADAPTER (อุปกรณ์แปลงสัญญาณ) TP-LINK UE200 USB 2.0 FAST PORT
1951,LAN CABLE (สายแลน) POWER SYNC CAT 6 NETWORK ETHERNET FLAT CABLE (DARK BLUE) C65B3FLB 3.0 METER
1952,ADAPTER (อะแดปเตอร์) TP-LINK POWER TL-POE200 ETHERNET POE
1953,IP-CAMERA (ไอพีคาเมร่าไร้สาย) D-LINK DCS-8100LH WIRELESS HD
1954,ADAPTER/CONVERTER (อุปกรณ์แปลงสัญญาณ) MOXA MEDIA IMC-21-M-SC MULTI MODE -10 TO 60 C
1955,IP-CAMERA (ไอพีคาเมร่าไร้สาย) D-LINK DCS-8300LH WI-FI
1956,IP-CAMERA (ไอพีคาเมร่า) TP-LINK TAPO C200 - PAN/TILT HOME SECURITY WI-FI CAMERA
1957,IP-CAMERA (ไอพีคาเมร่าไร้สาย) D-LINK DCS-8515LH WI-FI
1958,POWER LINE (เพาเวอร์ไลน์) D-LINK PACK 2 AV500 DHP-P308AV
1959,IP-CAMERA (ไอพีคาเมร่าไร้สาย) EZVIZ CS-C1C-D0-1D1WFR 720P Wi-Fi
1960,IP-CAMERA (ไอพีคาเมร่าไร้สาย) EZVIZ CS-C3A-A0-1C2WPMFBR Wi-Fi
1961,IP-CAMERA (ไอพีคาเมร่าไร้สาย) MI HOME SECURITY CAMERA 360 1080P XMI-QDJ4058GL (25288) (FullHD)
1962,IP-CAMERA (ไอพีคาเมร่าไร้สาย) XIAOMI HOME SECURITY CAM BASIC 1080p XMI-QDJ4047GL (19517) (FullHD)
1963,4GB (4GBx1) DDR3L/1600 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR16LS11/4)
1964,8GB (8GBx1) DDR3/1600 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR16S11/8)
1965,8GB (8GBx1) DDR3L/1600 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR16LS11/8)
1966,4GB (4GBx1) DDR3/1333 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR13S9S8/4)
1967,8GB (8GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX424S14IB2/8)
1968,4GB (4GBx1) DDR3/1600 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR16S11S8/4)
1969,8GB (8GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX426S15IB2/8)
1970,8GB (8GBx1) DDR3/1333 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR1333D3S9/8G)
1971,16GB (16GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX424S14IB/16)
1972,4GB (4GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX424S14IB/4)
1973,2GB (2GBx1) DDR3/1333 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR13S9S6/2)
1974,8GB (8GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) G.SKILL RIPJAWS (F4-2400C16S-8GRS)
1975,16GB (16GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX426S15IB2/16)
1976,8GB (8GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) CORSAIR VENGEANCE (CMSX8GX4M1A2400C16)
1977,8GB (8GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR24S17S8/8)
1978,4GB (4GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR24S17S6/4)
1979,8GB (8GBx1) DDR3L/1600 RAM NOTEBOOK (แรมโน้ตบุ๊ค) CORSAIR (CMSO8GX3M1C1600C11)
1980,16GB (8GBx2) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX424S14IB2K2/16)
1981,8GB (8GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR26S19S8/8)
1982,16GB (16GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR24S17D8/16)
1983,32GB (16GBx2) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX424S14IBK2/32)
1984,16GB (16GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) CORSAIR VENGEANCE (CMSX16GX4M1A2666C18)
1985,16GB (8GBx2) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX426S15IB2K2/16)
1986,4GB (4GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR26S19S6/4)
1987,16GB (16GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON VALUE RAM (KVR26S19D8/16)
1988,8GB (8GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) G.SKILL RIPJAWS (F4-2666C19S-8GRS)
1989,16GB (16GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) CORSAIR VENGEANCE (CMSX16GX4M1A2400C16)
1990,8GB (8GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) APACER SO-DIMM
1991,32GB (16GBx2) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) CORSAIR VENGEANCE (CMSX32GX4M2A2666C18)
1992,8GB (8GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) OCPC V-SERIES (MMV8GD424C17S)
1993,4GB (4GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) OCPC V-SERIES (MMV4GD424C17S)
1994,32GB (16GBx2) DDR4/3200 RAM NOTEBOOK (แรมโน้ตบุ๊ค) KINGSTON HyperX IMPACT (HX432S20IBK2/32)
1995,16GB (16GBx1) DDR4/2400 RAM NOTEBOOK (แรมโน้ตบุ๊ค) G.SKILL RIPJAWS (F4-2400C16S-16GRS)
1996,8GB (8GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) OCPC V-SERIES (MMV8GD426C19S)
1997,16GB (16GBx1) DDR4/2666 RAM NOTEBOOK (แรมโน้ตบุ๊ค) G.SKILL RIPJAWS (F4-2666C19S-16GRS)
1998,PROJECTOR (โปรเจคเตอร์) ANKER NEBULA CAPSULE AK107 (BLACK)
1999,PROJECTOR (โปรเจคเตอร์) Epson EB-2042 XGA 3LCD
2000,PROJECTOR (โปรเจคเตอร์) XIAOMI MI SMART COMPACT PROJECTOR MINI (WHITE)
2001,PROJECTOR (โปรเจคเตอร์) CANON LH-WU350UST ( WHITE)
2002,PROJECTOR (โปรเจคเตอร์) CANON 4K6021Z (BLACK)
2003,PROJECTOR (โปรเจคเตอร์) CANON WUX5800Z ( White)
2004,PROJECTOR (โปรเจคเตอร์) CANON LV-HD420
2005,PROJECTOR (โปรเจคเตอร์) CANON LV-X350
2006,PROJECTOR (โปรเจคเตอร์) CANON WUX6600Z (Black)
2007,PROJECTOR (โปรเจคเตอร์) CANON LH-WU500
2008,PROJECTOR (โปรเจคเตอร์) CANON WUX6700 (White)
2009,PROJECTOR (โปรเจคเตอร์) CANON 4K6020Z (BLACK)
2010,PROJECTOR (โปรเจคเตอร์) CANON WUX5800Z (Black)
2011,PROJECTOR (โปรเจคเตอร์) CANON LV-X420
2012,PROJECTOR (โปรเจคเตอร์) CANON WUX7000Z (White )
2013,PROJECTOR (โปรเจคเตอร์) CANON WUX7000Z (Black )
2014,PROJECTOR (โปรเจคเตอร์) CANON WUX6600Z (White)
2015,PROJECTOR (โปรเจคเตอร์) CANON LX-MU500
2016,PROJECTOR (โปรเจคเตอร์) CANON LX-MW500
2017,PROJECTOR (โปรเจคเตอร์) CANON LV-WX310ST
2018,PROJECTOR (โปรเจคเตอร์) CANON LV-WU360
2019,PROJECTOR (โปรเจคเตอร์) CANON 4K5020Z (BLACK)
2020,PROJECTOR (โปรเจคเตอร์) CANON WUX500ST (White)
2021,PROJECTOR (โปรเจคเตอร์) CANON LX-MU500Z
2022,PROJECTOR (โปรเจคเตอร์) CANON LV-WX300USTi
2023,PROJECTOR (โปรเจคเตอร์) CANON LV-WX300UST
2024,PROJECTOR (โปรเจคเตอร์) CANON WUX5800 (White)
2025,PROJECTOR (โปรเจคเตอร์)CANON WUX500 (White)
2026,PROJECTOR (โปรเจคเตอร์) CANON LV-X310ST
2027,PROJECTOR (โปรเจคเตอร์) CANON LV-WX370
2028,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) LOGITECH PRESEN R400 WIRELESS CORDLESS
2029,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) LOGITECH PRESEN R800 WIRELESS CORDLESS LCD
2030,PRESENTER (รีโมทควบคุมคำสั่งไร้สาย) ANITECH WIRELESS POINTER A90
2031,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) LOGITECH PRESEN R500 (GRAPHITE) WIRELESS CORDLESS
2032,HANGER (ขาแขวนโปรเจคเตอร์) PROJECTOR VERTEX LHG-06 ขายึดผนัง (WHITE)
2033,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) LOGITECH PRESEN R500 (MID GRAY) WIRELESS CORDLESS
2034,HANGER (ขาแขวนโปรเจคเตอร์) PROJECTOR VERTEX LHG-06 ขายึดผนัง (BLACK)
2035,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) NUBWO WIRELESS POINTER [NWL-010]
2036,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LV-RC11 REMOTE CONTROL (BLACK)
2037,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LE-RC01 DEVICE REMOTE CONTROL (BLACK)
2038,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LV-RC09 DEVICE REMOTE CONTROL (BLACK)
2039,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LV-RC10 REMOTE CONTROL (GREY)
2040,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON RS-RC07 REMOTE CONTROLLER (BLACK)
2041,PRESENTER PEN (ปากกาควบคุมคำสั่งไร้สาย) CANON LV-IP01 INTERACTIVE PEN (BLACK)
2042,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON - RS-SL01ST STANDARD ZOOM (2505C001AA)
2043,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER RS-FL04
2044,HANGER PROJECTOR (ขาแขวนโปรเจคเตอร์) CANON CEILING ATTACHMENTS RS-CL16 (WHITE)
2045,HANGER PROJECTOR (ขาแขวนโปรเจคเตอร์) CANON CEILING ATTACHMENTS RS-CL17 (BLACK-WHITE)
2046,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER LX-FL01
2047,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER RS-FL02
2048,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LV-RC08 DEVICE REMOTE CONTROL (WHITE)
2049,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON - RS-SL02LZ LONG ZOOM LENS (2506C001AA)
2050,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON RS-SL03WF Short Fixed Lens for Select REALiS Projectors (2507C001AA)
2051,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON RS-SL04UL Ultra-Long Zoom Lens for Select REALiS Projectors (2508C001AA)
2052,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON RS-SL06UW Ultra-Short Fixed Lens for Select REALiS (3379C001AA)
2053,WALL ATTACHMENT (แผ่นติดผนัง) Canon LV-WL02 (LV-WX300USTi) (0747C001AA)
2054,HANGER PROJECTOR (ขาแขวนโปรเจคเตอร์) CANON CEILING ATTACHMENTS RS-CL15 (BLACK)
2055,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER RS-FL01
2056,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER RS-FL03
2057,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER LV-FL01
2058,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON RS-RC06 REMOTE CONTROLLER (BLACK)
2059,PRESENTER TOP COVER (ฝาครอบโปรเจคเตอร์) CANON RS-TC01 TOP COVER (DARK GRAY)
2060,PROJECTOR (โปรเจคเตอร์) CANON LH-WX370UST (WHITE)
2061,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON RS-SL05WZ Short Zoom Lens for Select REALiS Projectors (2509C001AA)
2062,PROJECTORS LENS (เลนส์โปรเจคเตอร์) CANON RS-SL07RST Standard Zoom Lens for the Canon 4K5020 & 4K6020Z Projectors (3379C001AA)
2063,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER LX-FL02
2064,PROJECTOR AIR FILTER (แผ่นกรองอากาศโปรเจคเตอร์) CANON REPLACEMENT AIR FILTER RS-FL05
2065,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON LV-RC12 REMOTE CONTROL (GREY)
2066,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON RS-RC05 REMOTE CONTROLLER (BLACK)
2067,PRESENTER OPTION FOOT (ฐานรองโปรเจคเตอร์) CANON RS-FT01 (BLACK)
2068,PRESENTER REMOTE (รีโมทควบคุมคำสั่งไร้สาย) CANON RS-RC04 REMOTE CONTROLLER (BLACK)
2069,UPS (เครื่องสำรองไฟฟ้า) APC BR500CI-AS (500 VA/300 WATT)
2070,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ICON-800 (800 VA/360 WATT)
2071,UPS (เครื่องสำรองไฟฟ้า) APC BX1400U-MS (1400 VA/700 WATT)
2072,UPS (เครื่องสำรองไฟฟ้า) APC BX625CI-MS (625 VA/325 WATT)
2073,UPS (เครื่องสำรองไฟฟ้า) APC BX700U-MS (700 VA/390 WATT)
2074,UPS (เครื่องสำรองไฟฟ้า) APC 650 VA BX650LI-MS (650 VA/325 WATT)
2075,UPS (เครื่องสำรองไฟฟ้า) APC BV500I-MS/300 WATT
2076,UPS (เครื่องสำรองไฟฟ้า) APC 950 VA BX950U-MS (950 VA/480 WATT)
2077,UPS (เครื่องสำรองไฟฟ้า) APC BR900GI (900 VA/540 WATT)
2078,UPS (เครื่องสำรองไฟฟ้า) APC BK650-AS (650 VA/400 WATT)
2079,UPS (เครื่องสำรองไฟฟ้า) SYNDOME 1000 VA (TE-1000)
2080,UPS (เครื่องสำรองไฟฟ้า) APC BR1500GI (1500 VA/865 WATT)
2081,UPS (เครื่องสำรองไฟฟ้า) SYNDOME TE-3000 (3000 VA/2700 WATT)
2082,UPS (เครื่องสำรองไฟฟ้า) APC BX1100LI (1100 VA/550 WATT)
2083,UPS (เครื่องสำรองไฟฟ้า) APC BX800LI MS (800 VA/415 WATT)
2084,UPS (เครื่องสำรองไฟฟ้า) APC SMT2200I (2200 VA/1980 WATT)
2085,UPS (เครื่องสำรองไฟฟ้า) APC SMT1000I (1000 VA/700 WATT)
2086,UPS (เครื่องสำรองไฟฟ้า) SYNDOME TE-2000
2087,UPS (เครื่องสำรองไฟฟ้า) APC SMC2000I (2000 VA/1300 WATT)
2088,UPS (เครื่องสำรองไฟฟ้า) SYNDOME STAR-1000 (1000 VA/600 WATT)
2089,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ECO-II 800I (800 VA/480 WATT)
2090,UPS (เครื่องสำรองไฟฟ้า) APC SMC3000I (3000 VA/2100 WATT)
2091,UPS (เครื่องสำรองไฟฟ้า) SYNDOME TE-6000 (TE6K)
2092,UPS (เครื่องสำรองไฟฟ้า) APC SMT1500RMI2U (1500 VA/1000 WATT)
2093,UPS (เครื่องสำรองไฟฟ้า) APC SMT3000I (3000 VA/2700 WATT)
2094,UPS (เครื่องสำรองไฟฟ้า) APC SRT2200XLI (2200 VA/1980 WATT)
2095,UPS (เครื่องสำรองไฟฟ้า) APC SMC3000RMI2U (3000 VA/2100 WATT)
2096,UPS (เครื่องสำรองไฟฟ้า) APC SMC2000I-2U (2000 VA/1300 WATT)
2097,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ENERGY-600 (600 VA/360 WATT)
2098,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ATOM 1500-LCD (1500 VA/900 WATT)
2099,UPS (เครื่องสำรองไฟฟ้า) APC SMT750RMI2U (750 VA/500 WATT)
2100,UPS (เครื่องสำรองไฟฟ้า) SYNDOME S5-600 (600 VA/360 WATT)
2101,UPS (เครื่องสำรองไฟฟ้า) EATON 5PX2200IRT (2200 VA TOWER/RACK 1980 WATT)
2102,UPS (เครื่องสำรองไฟฟ้า) APC SMT1000RMI2U (1000 VA/700 WATT)
2103,UPS (เครื่องสำรองไฟฟ้า) APC SMT2200RMI2U (2200 VA/1980 WATT)
2104,UPS (เครื่องสำรองไฟฟ้า) SYNDOME SZ-1001 PRO (1000 VA/800 WATT)
2105,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ATOM 1000-LCD (1000 VA/600 WATT)
2106,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ATOM 2000-LCD (2000 VA/1200 WATT)
2107,UPS (เครื่องสำรองไฟฟ้า) SYNDOME SZ-1501 PRO (1500 VA/1200 WATT)
2108,UPS (เครื่องสำรองไฟฟ้า) APC SMC1500IC (1500 VA/900 WATT)
2109,UPS (เครื่องสำรองไฟฟ้า) APC SMT3000RMI2UC (3000 VA/2700 WATT)
2110,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ENERGY 1000 (1000 VA/480 WATT)
2111,UPS (เครื่องสำรองไฟฟ้า) APC SMC1500I-2UC/1500VA
2112,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ECO-II 1500 LCD (1500 VA/900 WATT)
2113,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ECO-II 800 (800 VA/360 WATT)
2114,UPS (เครื่องสำรองไฟฟ้า) SYNDOME S5-800 (800 VA/360 WATT)
2115,UPS (เครื่องสำรองไฟฟ้า) SYNDOME ENERGY 800 (800 VA/360 WATT)
2116,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER BU1000EA-AS 1000VA/630WATT
2117,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER CBP-UT1500E 1500VA/900WATT AS TOWER
2118,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER BU1000EA-AS 1000VA/630WATT with LCD
2119,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER CBP-UT2200E 2200VA/1320WATT AS TOWER
2120,"UPS (เครื่องสำรองไฟฟ้า) CYBER POWER CBP-UT1000E 1000VA/600WATT ,AS,TOWER"
2121,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER UT600E-AS 600VA/360WATT AS TOWER
2122,UPS (เครื่องสำรองไฟฟ้า) APC SMT1500IC/1500VA
2123,UPS (เครื่องสำรองไฟฟ้า) Ablerex-EVO-RT2000
2124,UPS (เครื่องสำรองไฟฟ้า) ABLEREX-EVO1000 1000VA/900W
2125,UPS (เครื่องสำรองไฟฟ้า) ABLEREX-650LS 650VA/360W
2126,UPS (เครื่องสำรองไฟฟ้า) Ablerex-EVO2000
2127,UPS(เครื่องสำรองไฟฟ้า) Ablerex-EVO-RT1000
2128,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER BU800E-AS 800VA/480WATT
2129,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER BU600E-AS 600VA/360WATT
2130,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER OLS Tower CBP-OLS1000E 1000VA/900W
2131,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER CBP - VALUE1000E 1000VA/550W
2132,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER OLS TOWER 2000VA/1800W
2133,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER OLS TOWER 1500VA/1350W
2134,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER OLS SERIES RT 3000VA/2700W (BLACK)
2135,UPS (เครื่องสำรองไฟฟ้า) CYBER POWER OLS Tower 3000VA/2400W
2136,SPEAKER (ลำโพง) CREATIVE SBS A250 / 2.1 (BLACK)
2137,SPEAKER (ลำโพง) RAZER LEVIATHAN ELITE 5.1 GAMING GEAR
2138,SPEAKER (ลำโพงบลูทูธ) RAZER LEVIATHAN MINI GAMING GEAR
2139,SPEAKER (ลำโพงบลูทูธ) CREATIVE SOUND BLASTER X KATANA 7.1 RGB
2140,SPEAKER (ลำโพงบลูทูธ) MARSHALL WOBURN
2141,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) CREATIVE STAGE AIR (BLACK)
2142,SPEAKER (ลำโพง) MICROLAB M-105 / 2.1 (BLACK)
2143,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) ANKER SOUND CORE 2 SELECT AK84 (BLACK)
2144,SPEAKER (ลำโพง) CREATIVE PEBBLE 2.0 (WHITE)
2145,SPEAKER (ลำโพง) CREATIVE PEBBLE PLUS - 2.1 USB DESKTOP SPEAKERS WITH SUBWOOFER (BLACK)
2146,SPEAKER (ลำโพงบลูทูธ) MARSHALL ACTON II BLUETOOTH (BLACK)
2147,SPEAKER (ลำโพงบลูทูธ) MARSHALL STANMORE II BLUETOOTH (BLACK)
2148,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) DOSS DS-1190 (BLACK)
2149,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) CREATIVE MUVO PLAY (BLUE)
2150,SPEAKER (ลำโพงบลูทูธ) MARSHALL ACTON II BLUETOOTH (WHITE)
2151,SPEAKER (ลำโพง) SAAG ORBIT EM-3107F 2.1 (BLACK)
2152,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI POCKET SPEAKER 2 BK (BLACK)
2153,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI COMPACT BLUETOOTH SPEAKER 2 (WHITE)
2154,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI BLUETOOTH SPEAKER QBH4104GL (GOLD)
2155,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI BLUETOOTH SPEAKER QBH4103GL (BLUE)
2156,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI BLUETOOTH SPEAKER QBH4103GL (BLUE)
2157,SPEAKER BLUETOOTH (ลำโพงบลูทูธ) XIAOMI MI BLUETOOTH SPEAKER (RED)
2158,"500 GB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) WD BLUE 5400RPM SATA3 (WD5000LPCX)"
2159,"1 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) SEAGATE BARRACUDA 5400RPM SATA3 (ST1000LM048)"
2160,"2 TB SSHD 2.5"" (ฮาร์ดดิสก์ไฮบริด 2.5"") SEAGATE FIRECUDA 5400RPM SATA3 (ST2000LX001)"
2161,"1 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) WD BLUE 5400RPM SATA3 (WD10SPZX)"
2162,"2 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) SEAGATE BARRACUDA 5400RPM SATA3 (ST2000LM015)"
2163,"500 GB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) SEAGATE BARRACUDA 5400RPM SATA3 (ST500LM030)"
2164,"1 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) SEAGATE BARRACUDA PRO 7200RPM SATA3 (ST1000LM049)"
2165,"4 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) SEAGATE BARRACUDA 5400RPM SATA3 (ST4000LM024)"
2166,"500 GB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) HGST (1W10098)"
2167,"1 TB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) WD BLACK SATA3 (WD10SPSX)"
2168,"500 GB HDD 2.5"" (ฮาร์ดดิสก์โน้ตบุ๊ค) HGST (0J38065)"
2169,EARPHONES (หูฟัง) HyperX GAMING GEAR [CLOUD EARBUD] IN EAR MIC WITH MULTI FUNCTION
2170,HEADSET (หูฟัง) NUBWO GAMER HEQL-A6 (GREEN)
2171,HEADSET (หูฟัง) NUBWO GAMER HEQL-A6 (ORANGE)
2172,HEADSET (หูฟังบลูทูธ) MARSHALL MID BLUETOOTH
2173,HEADPHONE (หูฟังบลูทูธ) SONY WALKMAN WS623 SPORT (BLACK)
2174,HEADPHONE (หูฟังบลูทูธ) SONY IN-EAR WIRELESS C300 (BLUE)
2175,HEADPHONE (หูฟังบลูทูธ) MARSHALL MAJOR III BLUETOOTH (BLACK) [4092186]
